Dzien Miesiac Rok Godzina Minuta Sekunda Calkowite_CNR[mV] Odbite_CNR[mV] Dl_atmosfery_CNR[mV] Dl_ziemi_CNR[mV] Temperatura
26 10 2019 4 22 28 -0.01700 0.00440 -0.05900 -0.00980 4.15200 
26 10 2019 4 22 44 -0.01680 0.00460 -0.05830 -0.00940 4.16800 
26 10 2019 4 23 3 -0.01610 0.00660 -0.05790 -0.00970 4.17200 
26 10 2019 4 23 19 -0.01600 0.00660 -0.05830 -0.00980 4.16800 
26 10 2019 4 23 39 -0.01600 0.00630 -0.05910 -0.01000 4.17600 
26 10 2019 4 23 55 -0.01630 0.00650 -0.05970 -0.00960 4.17600 
26 10 2019 4 24 14 -0.01610 0.00630 -0.06010 -0.01000 4.18200 
26 10 2019 4 24 31 -0.01670 0.00530 -0.06040 -0.00990 4.18600 
26 10 2019 4 24 50 -0.01600 0.00520 -0.06020 -0.00970 4.18800 
26 10 2019 4 25 6 -0.01690 0.00490 -0.05910 -0.00980 4.18800 
26 10 2019 4 25 25 -0.01670 0.00460 -0.05780 -0.00980 4.19400 
26 10 2019 4 25 42 -0.01700 0.00430 -0.05760 -0.00970 4.19000 
26 10 2019 4 26 1 -0.01720 0.00410 -0.05770 -0.00990 4.18800 
26 10 2019 4 26 17 -0.01730 0.00370 -0.05750 -0.00960 4.19000 
26 10 2019 4 26 37 -0.01750 0.00350 -0.05700 -0.00940 4.20000 
26 10 2019 4 26 53 -0.01710 0.00290 -0.05650 -0.00960 4.19800 
26 10 2019 4 27 12 -0.01740 0.00170 -0.05630 -0.00990 4.19200 
26 10 2019 4 27 28 -0.01740 0.00190 -0.05540 -0.00920 4.19200 
26 10 2019 4 27 48 -0.01730 0.00140 -0.05420 -0.00970 4.20200 
26 10 2019 4 28 4 -0.01760 0.00130 -0.05370 -0.00930 4.20600 
26 10 2019 4 28 23 -0.01760 0.00130 -0.05220 -0.00950 4.18800 
26 10 2019 4 28 39 -0.01770 0.00090 -0.05230 -0.00920 4.19200 
26 10 2019 4 28 59 -0.01770 0.00030 -0.05260 -0.00970 4.18800 
26 10 2019 4 29 15 -0.01760 0.00020 -0.05210 -0.00980 4.18600 
26 10 2019 4 29 34 -0.01750 -0.00080 -0.05150 -0.00970 4.19000 
26 10 2019 4 29 51 -0.01820 -0.00070 -0.05060 -0.00940 4.18400 
26 10 2019 4 30 10 -0.01780 -0.00090 -0.05060 -0.00920 4.18200 
26 10 2019 4 30 26 -0.01770 -0.00110 -0.05100 -0.00910 4.18600 
26 10 2019 4 30 45 -0.01750 -0.00100 -0.05070 -0.00900 4.18200 
26 10 2019 4 31 2 -0.01760 -0.00120 -0.05050 -0.00910 4.18400 
26 10 2019 4 31 21 -0.01730 -0.00140 -0.04930 -0.00880 4.17400 
26 10 2019 4 31 37 -0.01720 -0.00130 -0.04860 -0.00920 4.17000 
26 10 2019 4 31 57 -0.01730 -0.00170 -0.04800 -0.00880 4.17000 
26 10 2019 4 32 13 -0.01720 -0.00190 -0.04730 -0.00850 4.16800 
26 10 2019 4 32 32 -0.01690 -0.00210 -0.04640 -0.00860 4.17400 
26 10 2019 4 32 48 -0.01760 -0.00210 -0.04620 -0.00870 4.17400 
26 10 2019 4 33 8 -0.01740 -0.00200 -0.04720 -0.00860 4.17600 
26 10 2019 4 33 24 -0.01800 -0.00200 -0.04690 -0.00880 4.16000 
26 10 2019 4 33 43 -0.01780 -0.00190 -0.04730 -0.00860 4.15800 
26 10 2019 4 33 59 -0.01750 -0.00170 -0.04670 -0.00870 4.16000 
26 10 2019 4 34 19 -0.01710 -0.00170 -0.04610 -0.00860 4.17400 
26 10 2019 4 34 35 -0.01740 -0.00160 -0.04640 -0.00820 4.17000 
26 10 2019 4 34 54 -0.01680 -0.00140 -0.04700 -0.00820 4.16200 
26 10 2019 4 35 11 -0.01690 -0.00120 -0.04640 -0.00800 4.16000 
26 10 2019 4 35 30 -0.01600 -0.00100 -0.04600 -0.00810 4.16000 
26 10 2019 4 35 46 -0.01610 -0.00160 -0.04630 -0.00820 4.17000 
26 10 2019 4 36 5 -0.01650 -0.00100 -0.04610 -0.00810 4.16200 
26 10 2019 4 36 22 -0.01580 -0.00030 -0.04590 -0.00810 4.17000 
26 10 2019 4 36 41 -0.01530 -0.00070 -0.04500 -0.00800 4.16800 
26 10 2019 4 36 57 -0.01600 -0.00040 -0.04460 -0.00790 4.17000 
26 10 2019 4 37 17 -0.01540 -0.00020 -0.04360 -0.00820 4.18200 
26 10 2019 4 37 33 -0.01510 -0.00040 -0.04230 -0.00860 4.17000 
26 10 2019 4 37 52 -0.01490 -0.00110 -0.04180 -0.00800 4.16200 
26 10 2019 4 38 8 -0.01470 -0.00070 -0.04180 -0.00810 4.17400 
26 10 2019 4 38 28 -0.01440 0.00020 -0.04070 -0.00790 4.17200 
26 10 2019 4 38 44 -0.01440 -0.00090 -0.04070 -0.00800 4.17200 
26 10 2019 4 39 3 -0.01410 -0.00100 -0.04020 -0.00790 4.18000 
26 10 2019 4 39 19 -0.01410 -0.00080 -0.03930 -0.00800 4.17200 
26 10 2019 4 39 39 -0.01400 -0.00040 -0.03820 -0.00760 4.18200 
26 10 2019 4 39 55 -0.01370 -0.00060 -0.03790 -0.00790 4.18000 
26 10 2019 4 40 14 -0.01310 -0.00070 -0.03890 -0.00790 4.17800 
26 10 2019 4 40 31 -0.01320 -0.00030 -0.04060 -0.00770 4.18800 
26 10 2019 4 40 50 -0.01290 0.00040 -0.04240 -0.00800 4.19400 
26 10 2019 4 41 6 -0.01310 -0.00010 -0.04430 -0.00800 4.18600 
26 10 2019 4 41 25 -0.01290 -0.00050 -0.04590 -0.00800 4.19200 
26 10 2019 4 41 42 -0.01310 -0.00010 -0.04620 -0.00770 4.20000 
26 10 2019 4 42 1 -0.01290 0.00010 -0.04540 -0.00750 4.19800 
26 10 2019 4 42 17 -0.01300 0.00040 -0.04530 -0.00760 4.19600 
26 10 2019 4 42 37 -0.01250 0.00130 -0.04610 -0.00760 4.20400 
26 10 2019 4 42 53 -0.01230 0.00140 -0.04710 -0.00790 4.21000 
26 10 2019 4 43 12 -0.01310 0.00160 -0.04900 -0.00780 4.20400 
26 10 2019 4 43 28 -0.01330 0.00190 -0.05000 -0.00800 4.20800 
26 10 2019 4 43 48 -0.01360 0.00190 -0.05190 -0.00790 4.21600 
26 10 2019 4 44 4 -0.01440 0.00160 -0.05350 -0.00780 4.22200 
26 10 2019 4 44 23 -0.01470 0.00170 -0.05530 -0.00820 4.21800 
26 10 2019 4 44 39 -0.01440 0.00200 -0.05710 -0.00820 4.22200 
26 10 2019 4 44 59 -0.01490 0.00200 -0.05760 -0.00870 4.22400 
26 10 2019 4 45 15 -0.01530 0.00150 -0.05770 -0.00880 4.22800 
26 10 2019 4 45 34 -0.01650 0.00110 -0.05790 -0.00840 4.22800 
26 10 2019 4 45 51 -0.01670 0.00140 -0.05820 -0.00830 4.22600 
26 10 2019 4 46 10 -0.01680 0.00130 -0.05960 -0.00870 4.23000 
26 10 2019 4 46 26 -0.01730 0.00110 -0.05900 -0.00860 4.21800 
26 10 2019 4 46 45 -0.01730 0.00140 -0.06050 -0.00860 4.22200 
26 10 2019 4 47 2 -0.01750 0.00180 -0.05920 -0.00850 4.23200 
26 10 2019 4 47 21 -0.01680 0.00210 -0.05900 -0.00840 4.23400 
26 10 2019 4 47 37 -0.01600 0.00270 -0.05870 -0.00830 4.22200 
26 10 2019 4 47 57 -0.01480 0.00390 -0.05920 -0.00920 4.23000 
26 10 2019 4 48 13 -0.01490 0.00300 -0.06090 -0.00900 4.24700 
26 10 2019 4 48 32 -0.01510 0.00300 -0.06360 -0.00890 4.25200 
26 10 2019 4 48 48 -0.01500 0.00340 -0.06490 -0.00880 4.24700 
26 10 2019 4 49 8 -0.01590 0.00320 -0.06630 -0.00890 4.25100 
26 10 2019 4 49 24 -0.01610 0.00380 -0.06560 -0.00900 4.25900 
26 10 2019 4 49 43 -0.01440 0.00580 -0.06670 -0.00860 4.26500 
26 10 2019 4 49 59 -0.01440 0.00580 -0.06830 -0.00900 4.26600 
26 10 2019 4 50 19 -0.01410 0.00620 -0.06870 -0.00940 4.27500 
26 10 2019 4 50 35 -0.01390 0.00650 -0.06810 -0.00990 4.27300 
26 10 2019 4 50 54 -0.01390 0.00580 -0.06450 -0.00980 4.27500 
26 10 2019 4 51 11 -0.01360 0.00510 -0.06080 -0.00960 4.29600 
26 10 2019 4 51 30 -0.01270 0.00460 -0.05770 -0.00990 4.29600 
26 10 2019 4 51 46 -0.01080 0.00470 -0.05660 -0.01000 4.30400 
26 10 2019 4 52 5 -0.01070 0.00460 -0.05640 -0.01000 4.30200 
26 10 2019 4 52 22 -0.01010 0.00450 -0.05630 -0.00980 4.30400 
26 10 2019 4 52 41 -0.00890 0.00420 -0.05690 -0.00990 4.31800 
26 10 2019 4 52 57 -0.00830 0.00430 -0.05710 -0.01010 4.31200 
26 10 2019 4 53 17 -0.00740 0.00410 -0.05730 -0.00950 4.32200 
26 10 2019 4 53 33 -0.00770 0.00360 -0.05840 -0.00970 4.32200 
26 10 2019 4 53 52 -0.00700 0.00370 -0.05960 -0.00990 4.32400 
26 10 2019 4 54 8 -0.00580 0.00380 -0.06040 -0.00970 4.33000 
26 10 2019 4 54 28 -0.00520 0.00340 -0.06140 -0.01030 4.32600 
26 10 2019 4 54 44 -0.00500 0.00320 -0.06250 -0.01050 4.33400 
26 10 2019 4 55 3 -0.00470 0.00250 -0.06310 -0.01010 4.32000 
26 10 2019 4 55 19 -0.00490 0.00190 -0.06300 -0.01020 4.32600 
26 10 2019 4 55 39 -0.00500 0.00130 -0.06220 -0.01000 4.32800 
26 10 2019 4 55 55 -0.00480 0.00130 -0.06180 -0.01000 4.31600 
26 10 2019 4 56 14 -0.00500 0.00150 -0.06040 -0.00980 4.32600 
26 10 2019 4 56 31 -0.00440 0.00170 -0.06130 -0.00980 4.31200 
26 10 2019 4 56 50 -0.00420 0.00200 -0.06300 -0.01010 4.32000 
26 10 2019 4 57 6 -0.00400 0.00200 -0.06530 -0.01010 4.31600 
26 10 2019 4 57 25 -0.00370 0.00230 -0.06620 -0.00990 4.31600 
26 10 2019 4 57 42 -0.00360 0.00230 -0.06660 -0.01010 4.31200 
26 10 2019 4 58 1 -0.00320 0.00320 -0.06770 -0.01010 4.31400 
26 10 2019 4 58 17 -0.00270 0.00300 -0.06950 -0.01020 4.30800 
26 10 2019 4 58 37 -0.00320 0.00270 -0.07050 -0.01030 4.30600 
26 10 2019 4 58 53 -0.00320 0.00230 -0.07090 -0.01060 4.30000 
26 10 2019 4 59 12 -0.00340 0.00320 -0.06930 -0.01020 4.28400 
26 10 2019 4 59 28 -0.00240 0.00360 -0.06850 -0.01020 4.29600 
26 10 2019 4 59 48 -0.00140 0.00450 -0.06750 -0.01040 4.29800 
26 10 2019 5 0 4 -0.00140 0.00410 -0.06600 -0.01050 4.28600 
26 10 2019 5 0 23 -0.00010 0.00410 -0.06350 -0.01010 4.29000 
26 10 2019 5 0 39 0.00110 0.00390 -0.06040 -0.01040 4.28600 
26 10 2019 5 0 59 0.00270 0.00380 -0.05680 -0.01050 4.27900 
26 10 2019 5 1 15 0.00390 0.00360 -0.05440 -0.01050 4.28100 
26 10 2019 5 1 34 0.00450 0.00380 -0.05390 -0.01020 4.28200 
26 10 2019 5 1 51 0.00480 0.00360 -0.05420 -0.00990 4.27100 
26 10 2019 5 2 10 0.00530 0.00350 -0.05410 -0.01010 4.27200 
26 10 2019 5 2 26 0.00670 0.00320 -0.05260 -0.00970 4.26600 
26 10 2019 5 2 45 0.00610 0.00310 -0.05180 -0.00970 4.27500 
26 10 2019 5 3 2 0.00690 0.00270 -0.05190 -0.00930 4.26900 
26 10 2019 5 3 21 0.00760 0.00350 -0.05250 -0.00980 4.27200 
26 10 2019 5 3 37 0.00810 0.00380 -0.05370 -0.00990 4.27100 
26 10 2019 5 3 57 0.00910 0.00390 -0.05590 -0.00980 4.26900 
26 10 2019 5 4 13 0.00930 0.00370 -0.05950 -0.00960 4.26900 
26 10 2019 5 4 32 0.01020 0.00410 -0.06140 -0.00950 4.27300 
26 10 2019 5 4 48 0.01020 0.00380 -0.06110 -0.00930 4.27000 
26 10 2019 5 5 8 0.01060 0.00410 -0.06090 -0.00980 4.26200 
26 10 2019 5 5 24 0.01100 0.00450 -0.06100 -0.00990 4.26300 
26 10 2019 5 5 43 0.01170 0.00430 -0.06020 -0.00990 4.26200 
26 10 2019 5 5 59 0.01230 0.00440 -0.06040 -0.00980 4.26700 
26 10 2019 5 6 19 0.01360 0.00440 -0.06070 -0.01030 4.26100 
26 10 2019 5 6 35 0.01420 0.00410 -0.06070 -0.00990 4.26200 
26 10 2019 5 6 54 0.01390 0.00380 -0.06010 -0.01000 4.25200 
26 10 2019 5 7 11 0.01430 0.00380 -0.05760 -0.01000 4.26000 
26 10 2019 5 7 30 0.01520 0.00390 -0.05340 -0.00970 4.25900 
26 10 2019 5 7 46 0.01700 0.00390 -0.05130 -0.01010 4.25000 
26 10 2019 5 8 5 0.01820 0.00420 -0.05300 -0.00970 4.25800 
26 10 2019 5 8 22 0.01980 0.00440 -0.05590 -0.00960 4.25300 
26 10 2019 5 8 41 0.02040 0.00420 -0.05580 -0.00940 4.24600 
26 10 2019 5 8 57 0.02030 0.00450 -0.05580 -0.00970 4.24900 
26 10 2019 5 9 17 0.02050 0.00440 -0.05830 -0.00990 4.25200 
26 10 2019 5 9 33 0.02140 0.00460 -0.05970 -0.00960 4.24500 
26 10 2019 5 9 52 0.02210 0.00420 -0.06120 -0.00980 4.23000 
26 10 2019 5 10 8 0.02260 0.00420 -0.06170 -0.00930 4.23300 
26 10 2019 5 10 28 0.02210 0.00410 -0.05990 -0.00940 4.24000 
26 10 2019 5 10 44 0.02190 0.00490 -0.05720 -0.00960 4.23400 
26 10 2019 5 11 3 0.02270 0.00500 -0.05350 -0.00940 4.23600 
26 10 2019 5 11 20 0.02360 0.00550 -0.05140 -0.00970 4.24000 
26 10 2019 5 11 39 0.02460 0.00480 -0.04910 -0.00930 4.23600 
26 10 2019 5 11 55 0.02440 0.00500 -0.04720 -0.00900 4.24600 
26 10 2019 5 12 14 0.02500 0.00500 -0.04510 -0.00880 4.24100 
26 10 2019 5 12 31 0.02590 0.00480 -0.04510 -0.00870 4.23800 
26 10 2019 5 12 50 0.02760 0.00490 -0.04950 -0.00900 4.25000 
26 10 2019 5 13 6 0.02950 0.00530 -0.05450 -0.00910 4.24400 
26 10 2019 5 13 25 0.03160 0.00510 -0.05850 -0.00950 4.23000 
26 10 2019 5 13 42 0.03280 0.00440 -0.05730 -0.00970 4.23500 
26 10 2019 5 14 1 0.03510 0.00570 -0.05450 -0.00810 4.25100 
26 10 2019 5 14 17 0.03550 0.00650 -0.05360 -0.00820 4.25700 
26 10 2019 5 14 37 0.03720 0.00780 -0.05370 -0.00890 4.25600 
26 10 2019 5 14 53 0.03900 0.00790 -0.05300 -0.00940 4.24700 
26 10 2019 5 15 12 0.03980 0.00790 -0.05310 -0.00910 4.25400 
26 10 2019 5 15 28 0.04130 0.00800 -0.05270 -0.00930 4.25400 
26 10 2019 5 15 48 0.04340 0.00790 -0.05190 -0.00920 4.25700 
26 10 2019 5 16 4 0.04490 0.00850 -0.05010 -0.00900 4.25900 
26 10 2019 5 16 23 0.04530 0.00810 -0.04760 -0.00880 4.25900 
26 10 2019 5 16 40 0.04610 0.00820 -0.04640 -0.00870 4.25800 
26 10 2019 5 16 59 0.04910 0.00820 -0.04740 -0.00890 4.25900 
26 10 2019 5 17 15 0.05090 0.00820 -0.04910 -0.00890 4.25500 
26 10 2019 5 17 34 0.05300 0.00800 -0.05080 -0.00860 4.25800 
26 10 2019 5 17 51 0.05470 0.00820 -0.05040 -0.00870 4.25800 
26 10 2019 5 18 10 0.05640 0.00900 -0.05350 -0.00860 4.25100 
26 10 2019 5 18 26 0.05920 0.00880 -0.05280 -0.00910 4.25100 
26 10 2019 5 18 45 0.06150 0.00930 -0.05120 -0.00910 4.25200 
26 10 2019 5 19 2 0.06200 0.00930 -0.05250 -0.00850 4.25400 
26 10 2019 5 19 21 0.06280 0.01010 -0.05400 -0.00850 4.25700 
26 10 2019 5 19 37 0.06500 0.01130 -0.05440 -0.00810 4.25400 
26 10 2019 5 19 57 0.06740 0.01230 -0.05450 -0.00830 4.25900 
26 10 2019 5 20 13 0.06950 0.01310 -0.05570 -0.00830 4.26000 
26 10 2019 5 20 32 0.07150 0.01350 -0.05660 -0.00820 4.25900 
26 10 2019 5 20 48 0.07310 0.01390 -0.05780 -0.00880 4.26400 
26 10 2019 5 21 8 0.07490 0.01430 -0.06030 -0.00810 4.26000 
26 10 2019 5 21 24 0.07560 0.01440 -0.06300 -0.00850 4.25800 
26 10 2019 5 21 43 0.07740 0.01490 -0.06650 -0.00830 4.25800 
26 10 2019 5 22 0 0.07980 0.01600 -0.06740 -0.00870 4.26700 
26 10 2019 5 22 19 0.08050 0.01630 -0.06500 -0.00880 4.26300 
26 10 2019 5 22 35 0.08190 0.01710 -0.06270 -0.00910 4.26100 
26 10 2019 5 22 54 0.08400 0.01700 -0.06280 -0.00940 4.26000 
26 10 2019 5 23 11 0.08530 0.01650 -0.06500 -0.00930 4.26700 
26 10 2019 5 23 30 0.08720 0.01680 -0.06530 -0.00960 4.26000 
26 10 2019 5 23 46 0.08960 0.01640 -0.06470 -0.00960 4.26100 
26 10 2019 5 24 6 0.09070 0.01510 -0.06580 -0.00940 4.25700 
26 10 2019 5 24 22 0.09290 0.01600 -0.06730 -0.00930 4.25600 
26 10 2019 5 24 41 0.09600 0.01640 -0.07110 -0.00930 4.26000 
26 10 2019 5 24 57 0.09730 0.01630 -0.07400 -0.00940 4.25800 
26 10 2019 5 25 17 0.10060 0.01730 -0.07710 -0.00970 4.25900 
26 10 2019 5 25 33 0.10410 0.01860 -0.07970 -0.00950 4.25100 
26 10 2019 5 25 52 0.10700 0.01990 -0.08140 -0.00920 4.25700 
26 10 2019 5 26 9 0.10960 0.02090 -0.08290 -0.00970 4.26100 
26 10 2019 5 26 28 0.11200 0.02250 -0.08700 -0.01000 4.25200 
26 10 2019 5 26 44 0.11430 0.02300 -0.09180 -0.00990 4.24800 
26 10 2019 5 27 3 0.12040 0.02420 -0.09080 -0.01020 4.25900 
26 10 2019 5 27 20 0.12410 0.02520 -0.08670 -0.01020 4.25800 
26 10 2019 5 27 39 0.12800 0.02640 -0.08210 -0.01050 4.24700 
26 10 2019 5 27 55 0.13110 0.02680 -0.07970 -0.01060 4.25600 
26 10 2019 5 28 15 0.13300 0.02710 -0.07810 -0.01020 4.25700 
26 10 2019 5 28 31 0.13130 0.02710 -0.07660 -0.01060 4.24900 
26 10 2019 5 28 50 0.13110 0.02730 -0.07590 -0.01030 4.25400 
26 10 2019 5 29 6 0.13270 0.02730 -0.07540 -0.01000 4.25700 
26 10 2019 5 29 26 0.13490 0.02750 -0.07490 -0.01010 4.25500 
26 10 2019 5 29 42 0.13290 0.02700 -0.07550 -0.00960 4.25600 
26 10 2019 5 30 1 0.13140 0.02670 -0.07600 -0.01030 4.25400 
26 10 2019 5 30 18 0.13230 0.02620 -0.07610 -0.01010 4.25900 
26 10 2019 5 30 37 0.13520 0.02620 -0.07540 -0.01000 4.25500 
26 10 2019 5 30 53 0.13720 0.02660 -0.07490 -0.00980 4.25600 
26 10 2019 5 31 12 0.13940 0.02780 -0.07250 -0.00940 4.26100 
26 10 2019 5 31 29 0.14150 0.02890 -0.07000 -0.01000 4.25700 
26 10 2019 5 31 48 0.14300 0.02900 -0.06960 -0.00980 4.25000 
26 10 2019 5 32 4 0.14640 0.02880 -0.06970 -0.00940 4.25800 
26 10 2019 5 32 24 0.15080 0.02940 -0.06990 -0.00960 4.26200 
26 10 2019 5 32 40 0.15090 0.02980 -0.07140 -0.00970 4.26300 
26 10 2019 5 32 59 0.15020 0.02930 -0.07500 -0.00910 4.26100 
26 10 2019 5 33 15 0.15130 0.02870 -0.07720 -0.00940 4.25700 
26 10 2019 5 33 35 0.15360 0.02870 -0.07750 -0.00880 4.25400 
26 10 2019 5 33 51 0.15390 0.02910 -0.07600 -0.00890 4.25700 
26 10 2019 5 34 10 0.15560 0.03010 -0.07430 -0.00890 4.26000 
26 10 2019 5 34 27 0.15730 0.03020 -0.07270 -0.00930 4.25700 
26 10 2019 5 34 46 0.15930 0.03080 -0.07340 -0.00910 4.25600 
26 10 2019 5 35 2 0.16070 0.03100 -0.07580 -0.00900 4.25800 
26 10 2019 5 35 21 0.16240 0.03110 -0.07940 -0.00870 4.25600 
26 10 2019 5 35 38 0.16520 0.03230 -0.07890 -0.00900 4.25100 
26 10 2019 5 35 57 0.16780 0.03230 -0.07340 -0.00890 4.25200 
26 10 2019 5 36 13 0.16880 0.03290 -0.06760 -0.00910 4.25000 
26 10 2019 5 36 33 0.16710 0.03280 -0.06350 -0.00870 4.25000 
26 10 2019 5 36 49 0.16890 0.03240 -0.06180 -0.00890 4.25300 
26 10 2019 5 37 8 0.17560 0.03230 -0.05980 -0.00920 4.24900 
26 10 2019 5 37 24 0.18040 0.03220 -0.05620 -0.00840 4.25000 
26 10 2019 5 37 44 0.18180 0.03040 -0.05390 -0.00910 4.24800 
26 10 2019 5 38 0 0.18020 0.02980 -0.05380 -0.00820 4.25600 
26 10 2019 5 38 19 0.18070 0.02940 -0.05460 -0.00830 4.25800 
26 10 2019 5 38 36 0.18470 0.02980 -0.05500 -0.00830 4.25400 
26 10 2019 5 38 55 0.18800 0.02980 -0.05530 -0.00770 4.25600 
26 10 2019 5 39 11 0.18720 0.02930 -0.05440 -0.00800 4.25800 
26 10 2019 5 39 30 0.18430 0.02880 -0.05310 -0.00800 4.25400 
26 10 2019 5 39 47 0.18220 0.02840 -0.05240 -0.00770 4.26100 
26 10 2019 5 40 6 0.18300 0.02780 -0.05200 -0.00730 4.25800 
26 10 2019 5 40 22 0.18330 0.02790 -0.05140 -0.00700 4.25900 
26 10 2019 5 40 42 0.18080 0.02760 -0.05000 -0.00740 4.26000 
26 10 2019 5 40 58 0.17900 0.02710 -0.04920 -0.00720 4.26100 
26 10 2019 5 41 17 0.18070 0.02710 -0.04810 -0.00720 4.25900 
26 10 2019 5 41 33 0.18450 0.02740 -0.04690 -0.00680 4.27000 
26 10 2019 5 41 53 0.19040 0.02930 -0.04570 -0.00700 4.26900 
26 10 2019 5 42 9 0.19360 0.02970 -0.04480 -0.00660 4.26900 
26 10 2019 5 42 28 0.19480 0.02940 -0.04450 -0.00670 4.27800 
26 10 2019 5 42 45 0.19350 0.02900 -0.04470 -0.00660 4.27600 
26 10 2019 5 43 4 0.19160 0.02870 -0.04480 -0.00640 4.28500 
26 10 2019 5 43 20 0.19120 0.02860 -0.04440 -0.00670 4.28500 
26 10 2019 5 43 39 0.19230 0.02840 -0.04400 -0.00660 4.29600 
26 10 2019 5 43 56 0.19440 0.02790 -0.04340 -0.00610 4.29200 
26 10 2019 5 44 15 0.19680 0.02910 -0.04280 -0.00650 4.29300 
26 10 2019 5 44 31 0.19770 0.02880 -0.04340 -0.00690 4.29800 
26 10 2019 5 44 51 0.19870 0.02760 -0.04400 -0.00690 4.30000 
26 10 2019 5 45 7 0.19980 0.02690 -0.04500 -0.00660 4.29800 
26 10 2019 5 45 26 0.20070 0.02730 -0.04580 -0.00620 4.30000 
26 10 2019 5 45 42 0.20140 0.02740 -0.04520 -0.00680 4.29600 
26 10 2019 5 46 2 0.20050 0.02640 -0.04500 -0.00640 4.29800 
26 10 2019 5 46 18 0.19980 0.02540 -0.04420 -0.00700 4.29800 
26 10 2019 5 46 37 0.19900 0.02400 -0.04420 -0.00720 4.30200 
26 10 2019 5 46 54 0.19960 0.02390 -0.04380 -0.00660 4.30200 
26 10 2019 5 47 13 0.20050 0.02340 -0.04370 -0.00670 4.30400 
26 10 2019 5 47 29 0.20300 0.02420 -0.04300 -0.00660 4.30600 
26 10 2019 5 47 48 0.20660 0.02400 -0.04280 -0.00680 4.29400 
26 10 2019 5 48 5 0.21100 0.02430 -0.04240 -0.00680 4.29400 
26 10 2019 5 48 24 0.21610 0.02490 -0.04170 -0.00680 4.30200 
26 10 2019 5 48 40 0.22110 0.02600 -0.04140 -0.00630 4.29600 
26 10 2019 5 49 0 0.23040 0.02750 -0.04030 -0.00630 4.29400 
26 10 2019 5 49 16 0.24060 0.02960 -0.03920 -0.00600 4.29500 
26 10 2019 5 49 35 0.25540 0.03180 -0.03860 -0.00580 4.29300 
26 10 2019 5 49 51 0.26680 0.03380 -0.03790 -0.00570 4.29200 
26 10 2019 5 50 11 0.27680 0.03550 -0.03800 -0.00580 4.28300 
26 10 2019 5 50 27 0.28300 0.03630 -0.03830 -0.00530 4.28200 
26 10 2019 5 50 46 0.28830 0.03660 -0.03910 -0.00490 4.27800 
26 10 2019 5 51 3 0.29330 0.03800 -0.04030 -0.00500 4.27400 
26 10 2019 5 51 22 0.29910 0.03870 -0.04110 -0.00480 4.28000 
26 10 2019 5 51 38 0.30450 0.04050 -0.04150 -0.00490 4.28700 
26 10 2019 5 51 57 0.30760 0.04090 -0.04180 -0.00510 4.28200 
26 10 2019 5 52 14 0.31070 0.04080 -0.04280 -0.00510 4.28100 
26 10 2019 5 52 33 0.31880 0.04210 -0.04320 -0.00470 4.28500 
26 10 2019 5 52 49 0.32660 0.04340 -0.04310 -0.00490 4.28800 
26 10 2019 5 53 9 0.33220 0.04410 -0.04350 -0.00420 4.29100 
26 10 2019 5 53 25 0.33350 0.04440 -0.04400 -0.00410 4.29600 
26 10 2019 5 53 44 0.33520 0.04530 -0.04420 -0.00400 4.27900 
26 10 2019 5 54 0 0.33680 0.04570 -0.04420 -0.00480 4.27500 
26 10 2019 5 54 20 0.34060 0.04540 -0.04480 -0.00450 4.27900 
26 10 2019 5 54 36 0.34470 0.04530 -0.04390 -0.00480 4.27700 
26 10 2019 5 54 55 0.34880 0.04580 -0.04370 -0.00490 4.27300 
26 10 2019 5 55 12 0.34930 0.04570 -0.04320 -0.00460 4.27200 
26 10 2019 5 55 31 0.35130 0.04760 -0.04290 -0.00430 4.26900 
26 10 2019 5 55 47 0.35640 0.04850 -0.04250 -0.00470 4.27200 
26 10 2019 5 56 6 0.36240 0.04980 -0.04170 -0.00450 4.26600 
26 10 2019 5 56 23 0.36960 0.05090 -0.04100 -0.00430 4.27100 
26 10 2019 5 56 42 0.37710 0.05190 -0.03990 -0.00410 4.27400 
26 10 2019 5 56 58 0.37700 0.05160 -0.03900 -0.00420 4.27100 
26 10 2019 5 57 18 0.37590 0.05150 -0.03890 -0.00420 4.27100 
26 10 2019 5 57 34 0.38260 0.05290 -0.03860 -0.00380 4.27900 
26 10 2019 5 57 53 0.39650 0.05570 -0.03740 -0.00320 4.27900 
26 10 2019 5 58 9 0.40580 0.05790 -0.03650 -0.00320 4.28600 
26 10 2019 5 58 29 0.41550 0.05970 -0.03550 -0.00350 4.28300 
26 10 2019 5 58 45 0.42130 0.06010 -0.03520 -0.00350 4.28500 
26 10 2019 5 59 4 0.42210 0.05970 -0.03500 -0.00280 4.29300 
26 10 2019 5 59 20 0.41680 0.05900 -0.03480 -0.00230 4.28800 
26 10 2019 5 59 40 0.40820 0.05760 -0.03500 -0.00220 4.29200 
26 10 2019 5 59 56 0.40410 0.05720 -0.03590 -0.00220 4.29600 
26 10 2019 6 0 15 0.40410 0.05740 -0.03560 -0.00220 4.30000 
26 10 2019 6 0 32 0.40310 0.05730 -0.03590 -0.00240 4.30600 
26 10 2019 6 0 51 0.40090 0.05670 -0.03600 -0.00300 4.31000 
26 10 2019 6 1 7 0.39880 0.05570 -0.03610 -0.00280 4.30800 
26 10 2019 6 1 26 0.39870 0.05520 -0.03620 -0.00280 4.30400 
