Dzien Miesiac Rok Godzina Minuta Sekunda Calkowite_CNR[mV] Odbite_CNR[mV] Dl_atmosfery_CNR[mV] Dl_ziemi_CNR[mV] Temperatura
24 10 2019 3 54 10 -0.05440 0.00890 -0.41200 -0.07600 10.14600 
24 10 2019 3 54 28 -0.05310 0.01010 -0.41020 -0.07380 10.13500 
24 10 2019 3 54 45 -0.05140 0.01130 -0.40710 -0.07260 10.13700 
24 10 2019 3 55 3 -0.05140 0.01050 -0.40340 -0.07030 10.13300 
24 10 2019 3 55 21 -0.05460 0.00740 -0.39620 -0.06320 10.14600 
24 10 2019 3 55 39 -0.04380 0.01720 -0.40390 -0.06770 10.15900 
24 10 2019 3 55 57 -0.04420 0.01880 -0.41550 -0.06750 10.15800 
24 10 2019 3 56 14 -0.04400 0.01990 -0.41750 -0.06780 10.17000 
24 10 2019 3 56 32 -0.04320 0.02160 -0.41710 -0.06850 10.16500 
24 10 2019 3 56 50 -0.04450 0.02120 -0.41940 -0.07040 10.15100 
24 10 2019 3 57 8 -0.04720 0.01930 -0.42050 -0.06920 10.14700 
24 10 2019 3 57 25 -0.04890 0.01780 -0.42010 -0.06740 10.14400 
24 10 2019 3 57 43 -0.05020 0.01690 -0.42000 -0.06860 10.13300 
24 10 2019 3 58 1 -0.05210 0.01630 -0.41650 -0.07010 10.11300 
24 10 2019 3 58 19 -0.05400 0.01450 -0.41130 -0.07140 10.10000 
24 10 2019 3 58 37 -0.05600 0.01260 -0.41340 -0.07080 10.08700 
24 10 2019 3 58 54 -0.05670 0.01080 -0.41690 -0.07200 10.06900 
24 10 2019 3 59 12 -0.05760 0.00900 -0.41860 -0.07150 10.04900 
24 10 2019 3 59 30 -0.05800 0.00880 -0.42430 -0.07040 10.02800 
24 10 2019 3 59 48 -0.05760 0.00970 -0.42580 -0.07250 10.01800 
24 10 2019 4 0 6 -0.05910 0.00820 -0.42400 -0.07300 9.99300 
24 10 2019 4 0 23 -0.06100 0.00600 -0.41930 -0.07340 9.97600 
24 10 2019 4 0 41 -0.06290 0.00440 -0.41680 -0.07320 9.96100 
24 10 2019 4 0 59 -0.06360 0.00340 -0.41670 -0.07370 9.93300 
24 10 2019 4 1 17 -0.06440 0.00240 -0.41460 -0.07350 9.91400 
24 10 2019 4 1 34 -0.06440 0.00110 -0.41300 -0.07150 9.88900 
24 10 2019 4 1 52 -0.06380 0.00010 -0.40940 -0.06960 9.87300 
24 10 2019 4 2 10 -0.06340 -0.00090 -0.40740 -0.06690 9.85500 
24 10 2019 4 2 28 -0.06300 -0.00210 -0.40470 -0.06450 9.84900 
24 10 2019 4 2 46 -0.06130 -0.00360 -0.39750 -0.06170 9.84900 
24 10 2019 4 3 3 -0.05540 -0.00140 -0.39730 -0.06130 9.85000 
24 10 2019 4 3 21 -0.05040 -0.00020 -0.40470 -0.06230 9.85100 
24 10 2019 4 3 39 -0.04920 0.00230 -0.41250 -0.06560 9.83600 
24 10 2019 4 3 57 -0.05180 0.00220 -0.41270 -0.06650 9.81200 
24 10 2019 4 4 15 -0.05370 0.00210 -0.41050 -0.06710 9.80200 
24 10 2019 4 4 32 -0.05570 0.00200 -0.41000 -0.06730 9.79700 
24 10 2019 4 4 50 -0.05630 0.00210 -0.41530 -0.06880 9.77800 
24 10 2019 4 5 8 -0.05800 0.00230 -0.41760 -0.06880 9.76700 
24 10 2019 4 5 26 -0.05890 0.00170 -0.41360 -0.06590 9.75100 
24 10 2019 4 5 43 -0.05720 0.00330 -0.40860 -0.06550 9.72100 
24 10 2019 4 6 1 -0.05660 0.00280 -0.40380 -0.06380 9.71800 
24 10 2019 4 6 19 -0.05520 0.00380 -0.40310 -0.06360 9.71400 
24 10 2019 4 6 37 -0.05560 0.00320 -0.40490 -0.06280 9.69600 
24 10 2019 4 6 55 -0.05470 0.00390 -0.40550 -0.06260 9.68100 
24 10 2019 4 7 12 -0.05430 0.00420 -0.40220 -0.06130 9.67600 
24 10 2019 4 7 30 -0.05190 0.00440 -0.39780 -0.06170 9.67800 
24 10 2019 4 7 48 -0.05150 0.00360 -0.39260 -0.05730 9.68200 
24 10 2019 4 8 6 -0.04480 0.00860 -0.39930 -0.06030 9.69100 
24 10 2019 4 8 24 -0.04420 0.01140 -0.40490 -0.06160 9.68500 
24 10 2019 4 8 41 -0.04390 0.01320 -0.40620 -0.06330 9.67900 
24 10 2019 4 8 59 -0.04610 0.01160 -0.39960 -0.06270 9.67900 
24 10 2019 4 9 17 -0.04630 0.00980 -0.39340 -0.06010 9.68300 
24 10 2019 4 9 35 -0.04500 0.00950 -0.39030 -0.05810 9.68800 
24 10 2019 4 9 52 -0.04000 0.01290 -0.38890 -0.05640 9.69300 
24 10 2019 4 10 10 -0.03890 0.01340 -0.38730 -0.05500 9.72200 
24 10 2019 4 10 28 -0.03430 0.01590 -0.38880 -0.05410 9.74600 
24 10 2019 4 10 46 -0.02890 0.01960 -0.39130 -0.05680 9.76300 
24 10 2019 4 11 4 -0.02890 0.01890 -0.39360 -0.05810 9.77000 
24 10 2019 4 11 21 -0.03030 0.01740 -0.39540 -0.05840 9.77300 
24 10 2019 4 11 39 -0.03490 0.01610 -0.39790 -0.05700 9.79500 
24 10 2019 4 11 57 -0.03430 0.02120 -0.40110 -0.06040 9.79800 
24 10 2019 4 12 15 -0.03480 0.02280 -0.40450 -0.06430 9.79800 
24 10 2019 4 12 33 -0.03700 0.02180 -0.40450 -0.06590 9.79200 
24 10 2019 4 12 50 -0.04070 0.01890 -0.40060 -0.06480 9.77600 
24 10 2019 4 13 8 -0.04390 0.01630 -0.39650 -0.06270 9.78500 
24 10 2019 4 13 26 -0.04130 0.02000 -0.40940 -0.06330 9.79400 
24 10 2019 4 13 44 -0.03890 0.02310 -0.41090 -0.06680 9.77100 
24 10 2019 4 14 1 -0.04450 0.01700 -0.39900 -0.06230 9.77200 
24 10 2019 4 14 19 -0.04420 0.01470 -0.39090 -0.05550 9.78400 
24 10 2019 4 14 37 -0.03910 0.01410 -0.38640 -0.05230 9.80600 
24 10 2019 4 14 55 -0.03410 0.01570 -0.38550 -0.04960 9.84700 
24 10 2019 4 15 13 -0.02630 0.02100 -0.38530 -0.05100 9.85500 
24 10 2019 4 15 30 -0.02370 0.02350 -0.39180 -0.05320 9.87400 
24 10 2019 4 15 48 -0.02620 0.02520 -0.39430 -0.05620 9.87900 
24 10 2019 4 16 6 -0.02860 0.02610 -0.39150 -0.05500 9.89200 
24 10 2019 4 16 24 -0.02550 0.03060 -0.39220 -0.05570 9.91200 
24 10 2019 4 16 42 -0.02090 0.03410 -0.39920 -0.06200 9.92600 
24 10 2019 4 16 59 -0.02360 0.03330 -0.40300 -0.06560 9.92200 
24 10 2019 4 17 17 -0.02810 0.03090 -0.40310 -0.06660 9.92400 
24 10 2019 4 17 35 -0.03270 0.02660 -0.39830 -0.06510 9.91200 
24 10 2019 4 17 53 -0.03510 0.02530 -0.39480 -0.06360 9.92900 
24 10 2019 4 18 10 -0.03520 0.02620 -0.39110 -0.06170 9.92900 
24 10 2019 4 18 28 -0.03420 0.02340 -0.38970 -0.05960 9.95100 
24 10 2019 4 18 46 -0.03000 0.02580 -0.38880 -0.05950 9.95900 
24 10 2019 4 19 4 -0.02600 0.02860 -0.38880 -0.06120 9.97300 
24 10 2019 4 19 22 -0.02570 0.02800 -0.38690 -0.05900 9.97500 
24 10 2019 4 19 39 -0.02270 0.02610 -0.39450 -0.06080 9.98800 
24 10 2019 4 19 57 -0.02300 0.02680 -0.40850 -0.06530 9.99300 
24 10 2019 4 20 15 -0.02870 0.02510 -0.40280 -0.06550 9.98500 
24 10 2019 4 20 33 -0.03480 0.01940 -0.39470 -0.05930 9.99800 
24 10 2019 4 20 51 -0.02750 0.02610 -0.39990 -0.06210 10.00400 
24 10 2019 4 21 8 -0.03120 0.02390 -0.39910 -0.06250 10.00200 
24 10 2019 4 21 26 -0.03440 0.02170 -0.40130 -0.06220 10.01700 
24 10 2019 4 21 44 -0.03300 0.02290 -0.40560 -0.06320 10.02500 
24 10 2019 4 22 2 -0.03310 0.02300 -0.40910 -0.06640 10.02600 
24 10 2019 4 22 20 -0.03590 0.02120 -0.40810 -0.06770 10.01200 
24 10 2019 4 22 37 -0.03850 0.01910 -0.40350 -0.06710 10.01900 
24 10 2019 4 22 55 -0.03860 0.01770 -0.39970 -0.06690 10.02200 
24 10 2019 4 23 13 -0.04090 0.01520 -0.39760 -0.06630 10.01000 
24 10 2019 4 23 31 -0.03920 0.01560 -0.40040 -0.06660 10.00400 
24 10 2019 4 23 48 -0.03990 0.01500 -0.40430 -0.06810 10.00800 
24 10 2019 4 24 6 -0.04010 0.01430 -0.40920 -0.06870 10.00200 
24 10 2019 4 24 24 -0.04050 0.01530 -0.40840 -0.06970 10.00200 
24 10 2019 4 24 42 -0.04360 0.01360 -0.40120 -0.06920 9.99200 
24 10 2019 4 25 0 -0.04500 0.01270 -0.39680 -0.06830 9.98100 
24 10 2019 4 25 17 -0.04260 0.01390 -0.40660 -0.07050 9.98600 
24 10 2019 4 25 35 -0.04480 0.01290 -0.41200 -0.07270 9.96700 
24 10 2019 4 25 53 -0.04820 0.01140 -0.41100 -0.07100 9.96200 
24 10 2019 4 26 11 -0.04840 0.01310 -0.40750 -0.06980 9.94800 
24 10 2019 4 26 29 -0.04850 0.01280 -0.40040 -0.06660 9.94300 
24 10 2019 4 26 46 -0.04800 0.01050 -0.38950 -0.06430 9.95400 
24 10 2019 4 27 4 -0.04630 0.01020 -0.38090 -0.05630 9.96900 
24 10 2019 4 27 22 -0.03930 0.01590 -0.38470 -0.05260 9.98000 
24 10 2019 4 27 40 -0.03120 0.02440 -0.39920 -0.06030 9.98900 
24 10 2019 4 27 58 -0.03110 0.02710 -0.41540 -0.06380 9.99600 
24 10 2019 4 28 15 -0.03470 0.02560 -0.41210 -0.06430 9.99400 
24 10 2019 4 28 33 -0.03830 0.02400 -0.40800 -0.06090 9.99800 
24 10 2019 4 28 51 -0.03990 0.02260 -0.40360 -0.06100 9.99800 
24 10 2019 4 29 9 -0.04330 0.01900 -0.39530 -0.06070 9.99600 
24 10 2019 4 29 26 -0.04250 0.01840 -0.39150 -0.05750 10.00500 
24 10 2019 4 29 44 -0.04050 0.01860 -0.39890 -0.05640 9.99800 
24 10 2019 4 30 2 -0.03890 0.02000 -0.41050 -0.05930 9.99800 
24 10 2019 4 30 20 -0.04130 0.01960 -0.41090 -0.06200 10.00000 
24 10 2019 4 30 38 -0.04340 0.01840 -0.41280 -0.06450 9.98200 
24 10 2019 4 30 55 -0.04540 0.01730 -0.41460 -0.06720 9.97200 
24 10 2019 4 31 13 -0.04880 0.01460 -0.40960 -0.06750 9.96600 
24 10 2019 4 31 31 -0.05120 0.01200 -0.40110 -0.06750 9.96200 
24 10 2019 4 31 49 -0.05030 0.01030 -0.39930 -0.06560 9.96700 
24 10 2019 4 32 7 -0.04810 0.01310 -0.41130 -0.07070 9.94600 
24 10 2019 4 32 24 -0.05030 0.01140 -0.41360 -0.07140 9.93000 
24 10 2019 4 32 42 -0.05210 0.01070 -0.40980 -0.07110 9.92800 
24 10 2019 4 33 0 -0.05260 0.01030 -0.40900 -0.07240 9.92200 
24 10 2019 4 33 18 -0.05410 0.00940 -0.40620 -0.07230 9.90200 
24 10 2019 4 33 35 -0.05480 0.00940 -0.40560 -0.07150 9.88800 
24 10 2019 4 33 53 -0.05470 0.00840 -0.40590 -0.07160 9.87700 
24 10 2019 4 34 11 -0.05490 0.00900 -0.40270 -0.07070 9.86900 
24 10 2019 4 34 29 -0.05260 0.00950 -0.40260 -0.06990 9.85600 
24 10 2019 4 34 47 -0.04980 0.01040 -0.40360 -0.06930 9.85500 
24 10 2019 4 35 5 -0.04910 0.01060 -0.39910 -0.06990 9.85000 
24 10 2019 4 35 22 -0.04720 0.01090 -0.39570 -0.06800 9.85200 
24 10 2019 4 35 40 -0.04800 0.00990 -0.39580 -0.06240 9.85700 
24 10 2019 4 35 58 -0.04420 0.01630 -0.40890 -0.06930 9.85200 
24 10 2019 4 36 16 -0.04420 0.01740 -0.41510 -0.07260 9.84800 
24 10 2019 4 36 33 -0.04660 0.01560 -0.41600 -0.07280 9.84500 
24 10 2019 4 36 51 -0.04820 0.01360 -0.41020 -0.07180 9.81300 
24 10 2019 4 37 9 -0.04960 0.01210 -0.40470 -0.07190 9.80500 
24 10 2019 4 37 27 -0.05230 0.00940 -0.39970 -0.06980 9.80200 
24 10 2019 4 37 45 -0.04980 0.00840 -0.39910 -0.06860 9.79800 
24 10 2019 4 38 2 -0.05180 0.00470 -0.39360 -0.06370 9.79700 
24 10 2019 4 38 20 -0.04900 0.00550 -0.38380 -0.05250 9.83200 
24 10 2019 4 38 38 -0.03500 0.01270 -0.38130 -0.04850 9.88100 
24 10 2019 4 38 56 -0.02350 0.01850 -0.37960 -0.04460 9.91400 
24 10 2019 4 39 14 -0.01360 0.02420 -0.37530 -0.04290 9.94400 
24 10 2019 4 39 31 -0.00840 0.02860 -0.37830 -0.04510 9.97000 
24 10 2019 4 39 49 -0.01020 0.03300 -0.38730 -0.05270 9.98700 
24 10 2019 4 40 7 -0.01470 0.03510 -0.39880 -0.05640 10.00400 
24 10 2019 4 40 25 -0.01690 0.03880 -0.40710 -0.05980 10.02200 
24 10 2019 4 40 42 -0.01820 0.04000 -0.40530 -0.06400 10.03600 
24 10 2019 4 41 0 -0.02320 0.03700 -0.39840 -0.06230 10.02200 
24 10 2019 4 41 18 -0.02670 0.03510 -0.39520 -0.06030 10.03200 
24 10 2019 4 41 36 -0.03150 0.03400 -0.39910 -0.05890 10.04200 
24 10 2019 4 41 54 -0.02960 0.03860 -0.41080 -0.06630 10.03200 
24 10 2019 4 42 11 -0.02950 0.03980 -0.42000 -0.07410 10.01800 
24 10 2019 4 42 29 -0.03750 0.03080 -0.41700 -0.07530 10.00200 
24 10 2019 4 42 47 -0.04400 0.02530 -0.41240 -0.07650 9.98700 
24 10 2019 4 43 5 -0.04890 0.02020 -0.40960 -0.07570 9.96900 
24 10 2019 4 43 23 -0.05110 0.01750 -0.40830 -0.07590 9.95200 
24 10 2019 4 43 40 -0.05390 0.01430 -0.40510 -0.07570 9.93100 
24 10 2019 4 43 58 -0.05660 0.01180 -0.39580 -0.07200 9.91600 
24 10 2019 4 44 16 -0.05620 0.00880 -0.38640 -0.06470 9.91400 
24 10 2019 4 44 34 -0.04700 0.01500 -0.38790 -0.06020 9.93700 
24 10 2019 4 44 51 -0.03770 0.02210 -0.39110 -0.06100 9.95900 
24 10 2019 4 45 9 -0.03230 0.02750 -0.40050 -0.06480 9.96600 
24 10 2019 4 45 27 -0.02990 0.03150 -0.41280 -0.07590 9.94800 
24 10 2019 4 45 45 -0.03680 0.02500 -0.40500 -0.07540 9.93400 
24 10 2019 4 46 3 -0.04100 0.02080 -0.39930 -0.07370 9.93100 
24 10 2019 4 46 20 -0.04260 0.01820 -0.40030 -0.07110 9.92200 
24 10 2019 4 46 38 -0.04210 0.01740 -0.39820 -0.06980 9.91100 
24 10 2019 4 46 56 -0.04100 0.01500 -0.40320 -0.06890 9.89900 
24 10 2019 4 47 14 -0.03720 0.01790 -0.41490 -0.07510 9.88800 
24 10 2019 4 47 32 -0.03970 0.01500 -0.41730 -0.07660 9.86600 
24 10 2019 4 47 49 -0.04450 0.01140 -0.41110 -0.07700 9.84300 
24 10 2019 4 48 7 -0.04850 0.00740 -0.40570 -0.07600 9.80800 
24 10 2019 4 48 25 -0.05130 0.00420 -0.40270 -0.07550 9.79800 
24 10 2019 4 48 43 -0.05140 0.00180 -0.40130 -0.07250 9.79500 
24 10 2019 4 49 0 -0.04790 0.00210 -0.40100 -0.07300 9.78500 
24 10 2019 4 49 18 -0.04820 0.00110 -0.39730 -0.07080 9.77400 
24 10 2019 4 49 36 -0.04240 0.00480 -0.40300 -0.07030 9.77000 
24 10 2019 4 49 54 -0.04040 0.00580 -0.40020 -0.07080 9.75800 
24 10 2019 4 50 12 -0.03840 0.00740 -0.40180 -0.07260 9.74900 
24 10 2019 4 50 29 -0.03910 0.00740 -0.40570 -0.07460 9.72300 
24 10 2019 4 50 47 -0.04170 0.00600 -0.40750 -0.07500 9.71200 
24 10 2019 4 51 5 -0.04290 0.00500 -0.40550 -0.07240 9.69800 
24 10 2019 4 51 23 -0.04130 0.00550 -0.40360 -0.07070 9.68500 
24 10 2019 4 51 41 -0.03840 0.00700 -0.40450 -0.07230 9.67500 
24 10 2019 4 51 58 -0.03850 0.00670 -0.40490 -0.07320 9.65200 
24 10 2019 4 52 16 -0.03920 0.00560 -0.40140 -0.07360 9.63600 
24 10 2019 4 52 34 -0.03820 0.00540 -0.40110 -0.07290 9.62600 
24 10 2019 4 52 52 -0.03660 0.00610 -0.40880 -0.07520 9.60100 
24 10 2019 4 53 9 -0.03700 0.00560 -0.41380 -0.07340 9.59400 
24 10 2019 4 53 27 -0.03690 0.00450 -0.41010 -0.07130 9.56000 
24 10 2019 4 53 45 -0.03490 0.00520 -0.40020 -0.06800 9.55800 
24 10 2019 4 54 3 -0.03100 0.00560 -0.39430 -0.06560 9.55100 
24 10 2019 4 54 21 -0.02850 0.00680 -0.39050 -0.06250 9.54900 
24 10 2019 4 54 38 -0.02290 0.00930 -0.39000 -0.06160 9.52900 
24 10 2019 4 54 56 -0.01880 0.01140 -0.39140 -0.06060 9.54600 
24 10 2019 4 55 14 -0.01490 0.01350 -0.39580 -0.06150 9.52800 
24 10 2019 4 55 32 -0.01660 0.01150 -0.39260 -0.06010 9.52600 
24 10 2019 4 55 50 -0.01430 0.01210 -0.38890 -0.05720 9.54500 
24 10 2019 4 56 7 -0.01080 0.01080 -0.38600 -0.05210 9.57000 
24 10 2019 4 56 25 -0.00240 0.01390 -0.38620 -0.05160 9.60400 
24 10 2019 4 56 43 0.00190 0.01570 -0.38380 -0.04930 9.63000 
24 10 2019 4 57 1 0.01030 0.02260 -0.38660 -0.05100 9.65200 
24 10 2019 4 57 18 0.01330 0.02630 -0.39380 -0.05490 9.67200 
24 10 2019 4 57 36 0.01450 0.02920 -0.39890 -0.06050 9.66800 
24 10 2019 4 57 54 0.01100 0.02710 -0.39660 -0.06120 9.66100 
24 10 2019 4 58 12 0.00750 0.02450 -0.39840 -0.06090 9.67300 
24 10 2019 4 58 30 0.00730 0.02620 -0.40070 -0.06260 9.66300 
24 10 2019 4 58 47 0.00690 0.02670 -0.39530 -0.06340 9.66300 
24 10 2019 4 59 5 0.00620 0.02570 -0.39070 -0.06120 9.66600 
24 10 2019 4 59 23 0.00950 0.02600 -0.39010 -0.06230 9.66400 
24 10 2019 4 59 41 0.01310 0.02740 -0.39410 -0.06290 9.66100 
24 10 2019 4 59 59 0.01180 0.02760 -0.39930 -0.06350 9.65000 
24 10 2019 5 0 16 0.01020 0.02650 -0.40340 -0.06500 9.64900 
24 10 2019 5 0 34 0.00880 0.02640 -0.40600 -0.06540 9.64800 
24 10 2019 5 0 52 0.00770 0.02630 -0.40120 -0.06460 9.63700 
24 10 2019 5 1 10 0.00790 0.02430 -0.39090 -0.06370 9.62400 
24 10 2019 5 1 27 0.01020 0.02340 -0.38880 -0.06230 9.62600 
24 10 2019 5 1 45 0.01220 0.02310 -0.39240 -0.06200 9.62300 
24 10 2019 5 2 3 0.01320 0.02400 -0.40180 -0.06520 9.61100 
24 10 2019 5 2 21 0.01170 0.02250 -0.40390 -0.06580 9.59800 
24 10 2019 5 2 39 0.00490 0.01580 -0.39570 -0.06300 9.60000 
24 10 2019 5 2 56 0.00950 0.02220 -0.40080 -0.06120 9.61000 
24 10 2019 5 3 14 0.01630 0.02920 -0.40690 -0.06430 9.62100 
24 10 2019 5 3 32 0.02010 0.03020 -0.41020 -0.06940 9.61100 
24 10 2019 5 3 50 0.01720 0.02640 -0.40600 -0.06940 9.60000 
24 10 2019 5 4 8 0.01390 0.02140 -0.39470 -0.06520 9.60000 
24 10 2019 5 4 25 0.01960 0.01870 -0.39080 -0.05760 9.63000 
24 10 2019 5 4 43 0.03170 0.02040 -0.39390 -0.05590 9.65800 
24 10 2019 5 5 1 0.03740 0.02360 -0.39690 -0.06030 9.67200 
24 10 2019 5 5 19 0.03680 0.02390 -0.39820 -0.06000 9.67600 
24 10 2019 5 5 37 0.03370 0.02330 -0.40370 -0.06000 9.68000 
24 10 2019 5 5 54 0.03310 0.02410 -0.40690 -0.06260 9.68000 
24 10 2019 5 6 12 0.03190 0.02390 -0.41280 -0.06130 9.68000 
24 10 2019 5 6 30 0.03140 0.02570 -0.41620 -0.06340 9.67100 
24 10 2019 5 6 48 0.02790 0.02400 -0.41730 -0.06390 9.65800 
24 10 2019 5 7 5 0.02460 0.02190 -0.41700 -0.06400 9.64300 
24 10 2019 5 7 23 0.02140 0.02020 -0.41930 -0.06440 9.62600 
24 10 2019 5 7 41 0.01930 0.01820 -0.41810 -0.06460 9.60200 
24 10 2019 5 7 59 0.01670 0.01560 -0.41190 -0.06470 9.56400 
24 10 2019 5 8 17 0.01470 0.01390 -0.40480 -0.06390 9.54600 
24 10 2019 5 8 34 0.01480 0.01320 -0.39910 -0.06330 9.52600 
24 10 2019 5 8 52 0.01550 0.01250 -0.39940 -0.06230 9.51400 
24 10 2019 5 9 10 0.01750 0.01270 -0.40420 -0.06310 9.48200 
24 10 2019 5 9 28 0.01980 0.01280 -0.40810 -0.06390 9.46700 
24 10 2019 5 9 46 0.02110 0.01280 -0.40700 -0.06330 9.45200 
24 10 2019 5 10 3 0.02450 0.01250 -0.40480 -0.06290 9.43400 
24 10 2019 5 10 21 0.02850 0.01330 -0.40580 -0.06300 9.41500 
24 10 2019 5 10 39 0.03120 0.01420 -0.41130 -0.06410 9.39100 
24 10 2019 5 10 57 0.03310 0.01460 -0.41620 -0.06490 9.37700 
24 10 2019 5 11 15 0.03580 0.01470 -0.41350 -0.06480 9.36100 
24 10 2019 5 11 32 0.03870 0.01450 -0.41040 -0.06580 9.34600 
24 10 2019 5 11 50 0.04080 0.01480 -0.40710 -0.06620 9.32900 
24 10 2019 5 12 8 0.04330 0.01480 -0.40230 -0.06580 9.30200 
24 10 2019 5 12 26 0.04610 0.01460 -0.39640 -0.06350 9.29300 
24 10 2019 5 12 43 0.04920 0.01450 -0.39390 -0.06030 9.27700 
24 10 2019 5 13 1 0.05390 0.01770 -0.39070 -0.05930 9.26600 
24 10 2019 5 13 19 0.05850 0.01850 -0.39390 -0.05930 9.26200 
24 10 2019 5 13 37 0.06100 0.01850 -0.39720 -0.05890 9.25700 
24 10 2019 5 13 55 0.06380 0.02120 -0.40010 -0.05990 9.24000 
24 10 2019 5 14 12 0.06650 0.02170 -0.40070 -0.05920 9.22800 
24 10 2019 5 14 30 0.06870 0.02210 -0.40260 -0.05970 9.21500 
24 10 2019 5 14 48 0.07220 0.02270 -0.40300 -0.06030 9.19700 
24 10 2019 5 15 6 0.07270 0.02300 -0.40370 -0.06040 9.18400 
24 10 2019 5 15 24 0.07540 0.02350 -0.40290 -0.06230 9.17300 
24 10 2019 5 15 41 0.07640 0.02350 -0.40140 -0.06330 9.14100 
24 10 2019 5 15 59 0.07770 0.02250 -0.39820 -0.06340 9.13300 
24 10 2019 5 16 17 0.07990 0.02250 -0.39650 -0.06020 9.13300 
24 10 2019 5 16 35 0.08480 0.02360 -0.39830 -0.06050 9.11500 
24 10 2019 5 16 53 0.08900 0.02420 -0.39780 -0.06060 9.10300 
24 10 2019 5 17 10 0.09280 0.02570 -0.39480 -0.06030 9.10000 
24 10 2019 5 17 28 0.09550 0.02610 -0.39280 -0.05890 9.09700 
24 10 2019 5 17 46 0.09860 0.02660 -0.39130 -0.05780 9.08300 
24 10 2019 5 18 4 0.10300 0.02600 -0.38730 -0.05660 9.07700 
24 10 2019 5 18 21 0.10760 0.02830 -0.38470 -0.05450 9.07200 
24 10 2019 5 18 39 0.10960 0.02830 -0.38520 -0.05510 9.06400 
24 10 2019 5 18 57 0.10970 0.02670 -0.38150 -0.05250 9.07700 
24 10 2019 5 19 15 0.11770 0.02850 -0.38020 -0.05110 9.09100 
24 10 2019 5 19 33 0.12510 0.03060 -0.37230 -0.04930 9.09600 
24 10 2019 5 19 50 0.12300 0.02270 -0.35480 -0.03650 9.14900 
24 10 2019 5 20 8 0.13910 0.03010 -0.35770 -0.02670 9.23000 
24 10 2019 5 20 26 0.15430 0.04930 -0.36180 -0.02610 9.29400 
24 10 2019 5 20 44 0.16770 0.06210 -0.36440 -0.03450 9.34400 
24 10 2019 5 21 2 0.17370 0.06340 -0.36940 -0.03440 9.37800 
24 10 2019 5 21 19 0.17110 0.06200 -0.36620 -0.03290 9.40600 
24 10 2019 5 21 37 0.17170 0.05980 -0.36900 -0.03280 9.45000 
24 10 2019 5 21 55 0.17670 0.06490 -0.36050 -0.02860 9.49500 
24 10 2019 5 22 13 0.18430 0.06580 -0.35680 -0.02780 9.54200 
24 10 2019 5 22 31 0.18710 0.07310 -0.36200 -0.03250 9.58000 
24 10 2019 5 22 48 0.18060 0.06760 -0.35970 -0.03220 9.61700 
24 10 2019 5 23 6 0.17630 0.06600 -0.37080 -0.02580 9.69900 
24 10 2019 5 23 24 0.19070 0.08300 -0.37400 -0.03680 9.76000 
24 10 2019 5 23 42 0.19490 0.08880 -0.37630 -0.03470 9.80500 
24 10 2019 5 24 0 0.19780 0.09200 -0.39040 -0.04750 9.83500 
24 10 2019 5 24 17 0.19710 0.08930 -0.39680 -0.05470 9.84800 
24 10 2019 5 24 35 0.19320 0.08400 -0.40340 -0.05810 9.84700 
24 10 2019 5 24 53 0.19210 0.08020 -0.41690 -0.06270 9.83100 
24 10 2019 5 25 11 0.19070 0.07490 -0.42730 -0.06570 9.79700 
24 10 2019 5 25 28 0.18190 0.06060 -0.42480 -0.06700 9.76500 
24 10 2019 5 25 46 0.17170 0.04640 -0.41810 -0.06630 9.73600 
24 10 2019 5 26 4 0.16830 0.04050 -0.40910 -0.06640 9.70800 
24 10 2019 5 26 22 0.16720 0.03490 -0.40100 -0.06430 9.68400 
24 10 2019 5 26 40 0.16670 0.02860 -0.39430 -0.06190 9.68000 
24 10 2019 5 26 57 0.17340 0.03030 -0.38980 -0.05800 9.68200 
24 10 2019 5 27 15 0.18090 0.03140 -0.38890 -0.05080 9.69300 
24 10 2019 5 27 33 0.18770 0.03030 -0.38620 -0.04540 9.72300 
24 10 2019 5 27 51 0.19720 0.04050 -0.38790 -0.03680 9.76400 
24 10 2019 5 28 9 0.21240 0.05570 -0.38770 -0.03890 9.80400 
24 10 2019 5 28 26 0.22060 0.06450 -0.39500 -0.03970 9.85000 
24 10 2019 5 28 44 0.22430 0.06880 -0.40860 -0.03800 9.91200 
24 10 2019 5 29 2 0.24200 0.08440 -0.42600 -0.05540 9.92000 
24 10 2019 5 29 20 0.23920 0.07620 -0.42890 -0.06270 9.89500 
24 10 2019 5 29 38 0.23010 0.06190 -0.42780 -0.06570 9.88000 
24 10 2019 5 29 55 0.22430 0.05150 -0.42430 -0.06820 9.85400 
24 10 2019 5 30 13 0.21760 0.04140 -0.41660 -0.06870 9.84000 
24 10 2019 5 30 31 0.21480 0.03420 -0.41020 -0.06560 9.81800 
24 10 2019 5 30 49 0.21490 0.03070 -0.40310 -0.06300 9.80300 
24 10 2019 5 31 7 0.21810 0.03060 -0.40100 -0.05700 9.81000 
24 10 2019 5 31 24 0.22890 0.03960 -0.41210 -0.05860 9.82100 
24 10 2019 5 31 42 0.23750 0.04540 -0.41530 -0.06520 9.81000 
24 10 2019 5 32 0 0.23320 0.03800 -0.40700 -0.05960 9.80700 
24 10 2019 5 32 18 0.24260 0.04270 -0.40820 -0.05190 9.81600 
24 10 2019 5 32 35 0.25490 0.05110 -0.41130 -0.05790 9.82700 
24 10 2019 5 32 53 0.26320 0.05200 -0.40860 -0.06190 9.81900 
